Jul.Day YYYY/MM/DD Wdy USD/XAU USD/XAG USD/XPT USD/CAD USD/EUR USD/JPY USD/GBP USD/CHF USD/AUD USD/HKD USD/NZD USD/KRW USD/MXN
2454155 2007/02/23 Fri 683.00 14.280 1234.0 0.86318 1.3164 0.0082581 1.9638 0.81096 0.79188 0.12806 0.70669 0.0010660 0.090634
2454158 2007/02/26 Mon 685.75 14.580 1236.0 0.86207 1.3158 0.0082802 1.9630 0.81112 0.79319 0.12799 0.70991 0.0010655 0.090345
2454159 2007/02/27 Tue 676.20 14.490 1236.0 0.85918 1.3244 0.0084260 1.9661 0.81923 0.79319 0.12798 0.70478 0.0010654 0.089698
2454160 2007/02/28 Wed 664.20 14.310 1239.0 0.85470 1.3230 0.0084504 1.9612 0.82042 0.78915 0.12801 0.70103 0.0010615 0.089658
2454161 2007/03/01 Thu 670.40 14.290 1248.0 0.85375 1.3173 0.0085094 1.9579 0.81781 0.78622 0.12801 0.69444 0.0010621 0.089388
2454162 2007/03/02 Fri 651.90 13.530 1203.0 0.85085 1.3181 0.0085587 1.9456 0.82141 0.78337 0.12796 0.68876 0.0010602 0.089424
2454165 2007/03/05 Mon 636.75 13.530 1203.0 0.84667 1.3094 0.0086191 1.9234 0.81839 0.77275 0.12796 0.67827 0.0010507 0.089493
2454166 2007/03/06 Tue 643.75 12.935 1190.0 0.85034 1.3107 0.0085825 1.9269 0.81683 0.77364 0.12795 0.68053 0.0010553 0.089711
2454167 2007/03/07 Wed 646.40 12.890 1186.0 0.84846 1.3147 0.0085890 1.9313 0.81902 0.77643 0.12791 0.68378 0.0010538 0.089598
2454168 2007/03/08 Thu 654.25 13.090 1195.0 0.84739 1.3130 0.0085222 1.9299 0.81375 0.77578 0.12799 0.68469 0.0010550 0.089738
2454169 2007/03/09 Fri 652.25 13.070 1203.0 0.85382 1.3118 0.0084631 1.9318 0.81070 0.78057 0.12797 0.69143 0.0010570 0.089908
2454172 2007/03/12 Mon 647.75 12.970 1203.0 0.85529 1.3187 0.0085092 1.9293 0.81628 0.78353 0.12797 0.69304 0.0010588 0.089634
2454173 2007/03/13 Tue 650.80 12.920 1220.0 0.85565 1.3199 0.0085522 1.9319 0.81834 0.78712 0.12796 0.69744 0.0010584 0.089587
2454174 2007/03/14 Wed 643.25 12.650 1203.0 0.85077 1.3224 0.0085928 1.9337 0.82372 0.78577 0.12795 0.69032 0.0010567 0.089416
2454175 2007/03/15 Thu 648.50 12.900 1215.0 0.85049 1.3247 0.0085304 1.9366 0.82344 0.78831 0.12801 0.69493 0.0010580 0.089726
2454176 2007/03/16 Fri 653.20 13.070 1219.0 0.85179 1.3307 0.0085605 1.9421 0.82786 0.79480 0.12802 0.69770 0.0010588 0.089608
2454179 2007/03/19 Mon 655.00 13.160 1226.0 0.85092 1.3298 0.0085092 1.9461 0.82471 0.79944 0.12800 0.70201 0.0010594 0.089687
2454180 2007/03/20 Tue 659.00 13.250 1231.0 0.85918 1.3290 0.0085222 1.9579 0.82378 0.80153 0.12800 0.70418 0.0010619 0.090042
2454181 2007/03/21 Wed 658.75 13.330 1232.0 0.86371 1.3305 0.0084868 1.9596 0.82285 0.80126 0.12803 0.70461 0.0010658 0.090257
2454182 2007/03/22 Thu 663.00 13.375 1236.0 0.86386 1.3358 0.0084926 1.9672 0.82542 0.80831 0.12805 0.71432 0.0010669 0.090791
2454183 2007/03/23 Fri 656.25 13.370 1232.0 0.86207 1.3303 0.0084862 1.9628 0.82155 0.80629 0.12802 0.71233 0.0010664 0.090776
2454186 2007/03/26 Mon 663.00 13.260 1237.0 0.86007 1.3335 0.0084854 1.9692 0.82342 0.80950 0.12799 0.71601 0.0010665 0.090651
2454187 2007/03/27 Tue 664.00 13.340 1239.0 0.86326 1.3356 0.0084885 1.9663 0.82424 0.80887 0.12799 0.71823 0.0010627 0.090470
2454188 2007/03/28 Wed 666.75 13.360 1246.0 0.86356 1.3332 0.0085604 1.9609 0.82297 0.80639 0.12797 0.71071 0.0010648 0.090155
2454189 2007/03/29 Thu 661.00 13.340 1241.0 0.86371 1.3336 0.0084919 1.9626 0.82199 0.80774 0.12799 0.71437 0.0010632 0.090430
2454190 2007/03/30 Fri 661.75 13.350 1244.0 0.86738 1.3373 0.0085055 1.9687 0.82470 0.81039 0.12798 0.71568 0.0010625 0.090554
2454193 2007/04/02 Mon 658.25 13.335 1235.0 0.86498 1.3373 0.0084958 1.9785 0.82372 0.81662 0.12795 0.72139 0.0010674 0.090650
2454194 2007/04/03 Tue 664.25 13.280 1245.0 0.86408 1.3364 0.0084145 1.9780 0.82027 0.81301 0.12795 0.72056 0.0010680 0.091074
2454195 2007/04/04 Wed 672.25 13.450 1248.0 0.86326 1.3363 0.0084237 1.9752 0.82001 0.81785 0.12793 0.72056 0.0010679 0.090901
2454196 2007/04/05 Thu 673.50 13.580 1251.0 0.86889 1.3425 0.0084282 1.9707 0.82335 0.81919 0.12793 0.72282 0.0010722 0.090972
2454200 2007/04/09 Mon 0.0 0.0 0.0 0.86791 1.3366 0.0083831 1.9608 0.81627 0.81661 0.12791 0.72010 0.0010719 0.091130
2454201 2007/04/10 Tue 677.40 13.840 1262.0 0.87108 1.3438 0.0083989 1.9718 0.82212 0.82509 0.12799 0.72883 0.0010706 0.090767
2454202 2007/04/11 Wed 678.20 13.920 1265.0 0.87336 1.3436 0.0083773 1.9786 0.82000 0.82594 0.12799 0.72812 0.0010725 0.091004
2454203 2007/04/12 Thu 677.25 13.840 1265.0 0.88005 1.3484 0.0084027 1.9768 0.82258 0.82751 0.12797 0.72868 0.0010737 0.090821
2454204 2007/04/13 Fri 681.75 13.880 1266.0 0.87874 1.3518 0.0083849 1.9828 0.82267 0.83251 0.12800 0.73744 0.0010764 0.090949
2454207 2007/04/16 Mon 686.50 14.090 1276.0 0.88417 1.3549 0.0083439 1.9905 0.82413 0.83263 0.12798 0.74076 0.0010760 0.090981
2454208 2007/04/17 Tue 688.00 13.960 1270.0 0.88543 1.3568 0.0084062 2.0060 0.82699 0.83664 0.12801 0.74429 0.0010758 0.091022
2454209 2007/04/18 Wed 688.75 13.960 1281.0 0.88590 1.3573 0.0084550 2.0041 0.82947 0.83531 0.12804 0.74309 0.0010773 0.090982
2454210 2007/04/19 Thu 681.90 13.835 1292.0 0.88605 1.3605 0.0084476 2.0027 0.83014 0.83537 0.12798 0.74366 0.0010766 0.090909
2454211 2007/04/20 Fri 691.40 13.870 1317.0 0.89071 1.3601 0.0084154 2.0045 0.82774 0.83620 0.12798 0.74615 0.0010778 0.091031
2454214 2007/04/23 Mon 688.70 13.860 1318.0 0.89071 1.3579 0.0084395 2.0015 0.82729 0.83380 0.12796 0.74606 0.0010795 0.091209
2454215 2007/04/24 Tue 688.40 14.030 1321.0 0.89055 1.3622 0.0084371 2.0027 0.83106 0.82839 0.12794 0.74254 0.0010785 0.090925
2454216 2007/04/25 Wed 684.00 13.790 1307.0 0.89726 1.3646 0.0084289 2.0040 0.83131 0.83311 0.12791 0.74509 0.0010794 0.091431
2454217 2007/04/26 Thu 673.00 13.660 1300.0 0.89270 1.3590 0.0083673 1.9903 0.82699 0.82548 0.12786 0.73719 0.0010766 0.091502
2454218 2007/04/27 Fri 677.50 13.350 1281.0 0.89662 1.3625 0.0083610 1.9982 0.82758 0.83107 0.12785 0.74097 0.0010759 0.091545
2454221 2007/04/30 Mon 677.00 13.500 1286.0 0.90359 1.3659 0.0083727 1.9999 0.82904 0.83248 0.12785 0.74239 0.0010744 0.091533
2454222 2007/05/01 Tue 673.60 13.450 1285.0 0.90179 1.3600 0.0083479 1.9994 0.82289 0.82866 0.12784 0.74164 0.0010740 0.091442
2454223 2007/05/02 Wed 669.50 13.180 1285.0 0.90196 1.3596 0.0083296 1.9909 0.82394 0.82484 0.12785 0.73861 0.0010751 0.091458
2454224 2007/05/03 Thu 674.20 13.330 1299.0 0.90334 1.3565 0.0083099 1.9878 0.82295 0.82421 0.12785 0.73623 0.0010786 0.091780
2454225 2007/05/04 Fri 688.80 13.400 1311.0 0.90342 1.3587 0.0083214 1.9931 0.82555 0.82058 0.12786 0.73512 0.0010778 0.091878
2454228 2007/05/07 Mon 0.0 0.0 0.0 0.90711 1.3616 0.0083354 1.9944 0.82674 0.82538 0.12790 0.73784 0.0010840 0.092163
2454229 2007/05/08 Tue 684.25 13.480 1328.0 0.90514 1.3532 0.0083409 1.9900 0.82087 0.82757 0.12791 0.73715 0.0010835 0.092143
2454230 2007/05/09 Wed 683.00 13.450 1326.0 0.90383 1.3549 0.0083469 1.9964 0.82194 0.82845 0.12788 0.73436 0.0010828 0.092372
2454231 2007/05/10 Thu 673.50 13.290 0.0 0.90310 1.3512 0.0083067 1.9831 0.82010 0.83193 0.12787 0.73259 0.0010810 0.092477
2454232 2007/05/11 Fri 669.00 13.040 1324.0 0.89807 1.3519 0.0083197 1.9823 0.82057 0.83251 0.12787 0.73399 0.0010795 0.092411
2454235 2007/05/14 Mon 670.20 13.190 1329.0 0.90342 1.3543 0.0083088 1.9801 0.82003 0.83322 0.12801 0.73792 0.0010823 0.092601
2454236 2007/05/15 Tue 668.25 13.020 1320.0 0.91100 1.3603 0.0083174 1.9861 0.82400 0.83474 0.12797 0.73864 0.0010823 0.092648
2454237 2007/05/16 Wed 667.75 13.160 1326.0 0.90670 1.3521 0.0082827 1.9775 0.81820 0.82464 0.12790 0.73289 0.0010826 0.092665
2454238 2007/05/17 Thu 656.75 12.900 1302.0 0.91100 1.3494 0.0082436 1.9747 0.81498 0.82181 0.12787 0.73044 0.0010823 0.092557
2454239 2007/05/18 Fri 657.00 12.870 1308.0 0.91878 1.3510 0.0082571 1.9755 0.81514 0.82479 0.12789 0.73089 0.0010704 0.092337
2454243 2007/05/22 Tue 662.00 13.070 1294.0 0.92123 1.3463 0.0082321 1.9768 0.81290 0.82128 0.12782 0.72741 0.0010751 0.092860
2454244 2007/05/23 Wed 662.05 12.960 1295.0 0.92439 1.3482 0.0082289 1.9880 0.81521 0.82464 0.12783 0.73100 0.0010732 0.092808
2454245 2007/05/24 Thu 659.00 13.040 1290.0 0.92242 1.3429 0.0082326 1.9851 0.81330 0.82068 0.12782 0.72512 0.0010737 0.092335
2454246 2007/05/25 Fri 655.30 12.925 1276.0 0.92627 1.3451 0.0082151 1.9843 0.81419 0.81882 0.12784 0.72629 0.0010773 0.092812
2454249 2007/05/28 Mon 0.0 0.0 0.0 0.92584 1.3453 0.0082196 1.9832 0.81400 0.81955 0.12788 0.72642 0.0010768 0.092769
2454250 2007/05/29 Tue 660.15 13.030 1267.0 0.93292 1.3483 0.0082107 1.9812 0.81780 0.82022 0.12788 0.72908 0.0010775 0.092639
2454251 2007/05/30 Wed 652.65 13.110 1257.0 0.92989 1.3418 0.0082313 1.9745 0.81560 0.82202 0.12813 0.73043 0.0010740 0.092486
2454252 2007/05/31 Thu 659.10 13.250 1262.0 0.93467 1.3452 0.0082130 1.9796 0.81606 0.82709 0.12806 0.73642 0.0010777 0.093121
2454253 2007/06/01 Fri 666.50 13.530 1290.0 0.94304 1.3439 0.0081894 1.9806 0.81299 0.83129 0.12803 0.74349 0.0010770 0.093352
2454256 2007/06/04 Mon 671.10 13.670 1292.0 0.94518 1.3488 0.0082145 1.9923 0.81767 0.83412 0.12810 0.74717 0.0010775 0.093053
2454257 2007/06/05 Tue 671.50 13.710 1296.0 0.94286 1.3525 0.0082312 1.9939 0.82057 0.83707 0.12806 0.75146 0.0010786 0.092617
2454258 2007/06/06 Wed 669.70 13.690 1288.0 0.94464 1.3490 0.0082590 1.9914 0.82118 0.84073 0.12801 0.75043 0.0010788 0.092103
2454259 2007/06/07 Thu 668.75 13.650 1288.0 0.94224 1.3456 0.0082408 1.9796 0.81673 0.84463 0.12796 0.75521 0.0010789 0.091756
2454260 2007/06/08 Fri 655.25 13.310 1300.0 0.94144 1.3359 0.0082216 1.9656 0.81002 0.84250 0.12794 0.75654 0.0010742 0.091075
2454263 2007/06/11 Mon 650.30 13.160 1288.0 0.94215 1.3360 0.0082108 1.9684 0.80733 0.84247 0.12797 0.74920 0.0010722 0.091615
2454264 2007/06/12 Tue 647.25 13.150 1290.0 0.94029 1.3325 0.0082116 1.9749 0.80498 0.84391 0.12793 0.75205 0.0010757 0.091537
2454265 2007/06/13 Wed 647.65 12.860 1275.0 0.93747 1.3294 0.0081720 1.9728 0.80341 0.84016 0.12796 0.75045 0.0010734 0.091253
2454266 2007/06/14 Thu 653.25 13.040 1276.0 0.93598 1.3311 0.0081318 1.9697 0.80307 0.83489 0.12792 0.75009 0.0010754 0.091670
2454267 2007/06/15 Fri 653.10 13.060 1278.0 0.93642 1.3364 0.0080934 1.9763 0.80457 0.83978 0.12789 0.75316 0.0010769 0.092499
2454270 2007/06/18 Mon 656.00 13.310 1293.0 0.93275 1.3401 0.0080851 1.9822 0.80580 0.84199 0.12792 0.75375 0.0010773 0.092864
2454271 2007/06/19 Tue 656.30 13.190 1289.0 0.93994 1.3416 0.0081032 1.9883 0.80618 0.84595 0.12792 0.75787 0.0010781 0.093101
2454272 2007/06/20 Wed 657.70 13.340 1295.0 0.93932 1.3428 0.0080903 1.9936 0.80800 0.84567 0.12797 0.76235 0.0010774 0.092767
2454273 2007/06/21 Thu 650.50 13.170 1290.0 0.93197 1.3399 0.0080858 1.9922 0.80606 0.84679 0.12800 0.76198 0.0010783 0.092423
2454274 2007/06/22 Fri 652.85 13.155 1301.0 0.93668 1.3438 0.0080573 1.9975 0.81191 0.84817 0.12795 0.76705 0.0010772 0.092638
2454277 2007/06/25 Mon 650.75 13.170 1290.0 0.93344 1.3450 0.0080743 1.9961 0.81266 0.84794 0.12800 0.76626 0.0010791 0.092458
2454278 2007/06/26 Tue 647.00 12.850 1273.0 0.93519 1.3468 0.0080969 1.9995 0.81399 0.84729 0.12799 0.76667 0.0010792 0.092284
2454279 2007/06/27 Wed 642.10 12.260 1266.0 0.93318 1.3433 0.0081616 1.9965 0.81355 0.83753 0.12796 0.75877 0.0010778 0.092021
2454280 2007/06/28 Thu 647.25 12.425 1266.0 0.94100 1.3467 0.0081293 2.0021 0.81387 0.84605 0.12793 0.76917 0.0010793 0.092707
2454281 2007/06/29 Fri 650.50 12.540 1273.0 0.94038 1.3519 0.0081042 2.0061 0.81700 0.84907 0.12789 0.77290 0.0010824 0.092675
2454285 2007/07/03 Tue 654.25 12.600 1281.0 0.94375 1.3615 0.0081701 2.0167 0.82286 0.85428 0.12799 0.78105 0.0010891 0.092846
2454286 2007/07/04 Wed 654.15 12.605 1283.0 0.94607 1.3623 0.0081542 2.0157 0.82214 0.85790 0.12800 0.78174 0.0010870 0.092980
2454287 2007/07/05 Thu 651.00 12.600 1290.0 0.94643 1.3592 0.0081412 2.0114 0.82113 0.85614 0.12791 0.78289 0.0010846 0.092637
2454288 2007/07/06 Fri 648.75 12.400 1287.0 0.95420 1.3626 0.0081117 2.0117 0.82099 0.85677 0.12791 0.78225 0.0010878 0.092758
2454291 2007/07/09 Mon 0.0 0.0 0.0 0.95429 1.3622 0.0081077 2.0166 0.82174 0.86029 0.12796 0.78089 0.0010860 0.092967
2454292 2007/07/10 Tue 661.70 12.760 1296.0 0.95048 1.3714 0.0081836 2.0247 0.82806 0.86208 0.12794 0.77920 0.0010873 0.092757
2454293 2007/07/11 Wed 663.00 12.950 1306.0 0.94715 1.3757 0.0081881 2.0316 0.83037 0.86133 0.12794 0.77922 0.0010883 0.092375
2454294 2007/07/12 Thu 667.25 12.950 0.0 0.95520 1.3776 0.0081613 2.0288 0.83102 0.86398 0.12793 0.78183 0.0010889 0.092750
2454295 2007/07/13 Fri 666.50 13.125 1313.0 0.95447 1.3787 0.0081970 2.0344 0.83191 0.86857 0.12788 0.78582 0.0010910 0.092889
2454298 2007/07/16 Mon 666.00 13.030 1313.0 0.95877 1.3783 0.0082042 2.0373 0.83202 0.87220 0.12787 0.79204 0.0010892 0.092838
2454299 2007/07/17 Tue 666.50 12.900 1309.0 0.95822 1.3782 0.0081717 2.0454 0.83126 0.87313 0.12787 0.79092 0.0010895 0.092938
2454300 2007/07/18 Wed 666.75 12.940 1309.0 0.95813 1.3807 0.0082073 2.0533 0.83348 0.87765 0.12787 0.79381 0.0010913 0.093015
2454301 2007/07/19 Thu 674.50 13.250 1322.0 0.95914 1.3811 0.0081920 2.0487 0.83167 0.87944 0.12786 0.79197 0.0010915 0.093209
2454302 2007/07/20 Fri 681.60 13.290 1332.0 0.95785 1.3830 0.0082529 2.0565 0.83343 0.87950 0.12787 0.79636 0.0010929 0.092615
2454305 2007/07/23 Mon 682.00 13.340 1329.0 0.95685 1.3818 0.0082413 2.0585 0.82949 0.88346 0.12787 0.80365 0.0010927 0.092957
2454306 2007/07/24 Tue 684.30 13.340 1333.0 0.96413 1.3824 0.0082935 2.0626 0.82983 0.88392 0.12784 0.80872 0.0010943 0.092672
2454307 2007/07/25 Wed 674.75 13.175 1317.0 0.95923 1.3710 0.0083108 2.0509 0.82369 0.88269 0.12781 0.80307 0.0010945 0.092000
2454308 2007/07/26 Thu 670.00 13.130 1314.0 0.95193 1.3731 0.0083922 2.0486 0.82856 0.87796 0.12781 0.79115 0.0010890 0.091366
2454309 2007/07/27 Fri 660.50 12.750 1284.0 0.94429 1.3645 0.0084354 2.0290 0.82823 0.85571 0.12780 0.76516 0.0010850 0.090812
2454312 2007/07/30 Mon 661.50 12.730 1270.0 0.93580 1.3681 0.0084447 2.0237 0.83231 0.85083 0.12780 0.76230 0.0010827 0.091072
2454313 2007/07/31 Tue 665.50 12.930 1292.0 0.93835 1.3712 0.0083926 2.0361 0.83185 0.85934 0.12777 0.77132 0.0010829 0.091489
2454314 2007/08/01 Wed 665.75 12.770 1283.0 0.94616 1.3682 0.0084237 2.0308 0.83234 0.85363 0.12773 0.76232 0.0010815 0.091239
2454315 2007/08/02 Thu 666.25 12.960 1287.0 0.94994 1.3691 0.0083784 2.0345 0.82910 0.85931 0.12775 0.76954 0.0010839 0.091460
2454316 2007/08/03 Fri 670.50 12.960 1286.0 0.94985 1.3785 0.0084432 2.0424 0.83796 0.85724 0.12774 0.76425 0.0010838 0.091195
2454320 2007/08/07 Tue 668.00 12.990 1282.0 0.94760 1.3748 0.0084412 2.0201 0.83654 0.85435 0.12774 0.76092 0.0010831 0.091178
2454321 2007/08/08 Wed 675.50 13.030 1286.0 0.95247 1.3809 0.0083475 2.0368 0.83703 0.86161 0.12774 0.76836 0.0010820 0.091513
2454322 2007/08/09 Thu 662.60 12.975 1268.0 0.94652 1.3700 0.0084260 2.0270 0.83549 0.85405 0.12782 0.75759 0.0010838 0.091084
2454323 2007/08/10 Fri 668.50 12.690 1269.0 0.94913 1.3686 0.0084747 2.0217 0.83542 0.84548 0.12788 0.74602 0.0010735 0.090917
2454326 2007/08/13 Mon 668.75 12.870 1276.0 0.95156 1.3624 0.0084395 2.0123 0.82929 0.84299 0.12782 0.74013 0.0010753 0.091007
2454327 2007/08/14 Tue 668.35 12.760 1272.0 0.94020 1.3581 0.0084609 2.0003 0.82672 0.83810 0.12783 0.73044 0.0010728 0.090523
2454328 2007/08/15 Wed 667.25 12.510 1262.0 0.93058 1.3479 0.0085325 1.9922 0.82096 0.82412 0.12787 0.71562 0.0010730 0.089903
2454329 2007/08/16 Thu 662.25 12.365 1245.0 0.92980 1.3400 0.0087699 1.9828 0.82083 0.78596 0.12792 0.67801 0.0010563 0.088731
2454330 2007/08/17 Fri 657.50 11.690 1245.0 0.94029 1.3490 0.0087851 1.9824 0.83028 0.78881 0.12798 0.68848 0.0010522 0.089817
2454333 2007/08/20 Mon 659.50 11.950 1249.0 0.94500 1.3467 0.0087328 1.9827 0.82867 0.80060 0.12789 0.69581 0.0010603 0.089898
2454334 2007/08/21 Tue 657.50 11.670 1244.0 0.94331 1.3482 0.0087397 1.9811 0.83106 0.79992 0.12808 0.69597 0.0010603 0.089925
2454335 2007/08/22 Wed 659.50 11.680 1240.0 0.94153 1.3534 0.0086988 1.9916 0.82902 0.80416 0.12807 0.70050 0.0010592 0.090387
2454336 2007/08/23 Thu 660.75 11.880 0.0 0.94625 1.3560 0.0086336 2.0034 0.82911 0.81330 0.12805 0.70875 0.0010617 0.090282
2454337 2007/08/24 Fri 660.85 11.700 1240.0 0.95012 1.3644 0.0086118 2.0099 0.83221 0.82413 0.12819 0.71819 0.0010622 0.090651
2454340 2007/08/27 Mon 0.0 0.0 0.0 0.95093 1.3646 0.0086164 2.0132 0.83102 0.82874 0.12814 0.71796 0.0010650 0.090586
2454341 2007/08/28 Tue 666.00 11.830 1255.0 0.94206 1.3625 0.0087179 2.0064 0.83288 0.82063 0.12821 0.70297 0.0010645 0.090089
2454342 2007/08/29 Wed 664.25 11.800 1260.0 0.94411 1.3674 0.0086575 2.0181 0.83440 0.81883 0.12813 0.70251 0.0010612 0.090210
2454343 2007/08/30 Thu 666.00 11.860 1266.0 0.94634 1.3647 0.0086344 2.0157 0.83108 0.81821 0.12824 0.70427 0.0010637 0.090205
2454344 2007/08/31 Fri 672.00 11.950 1268.0 0.94661 1.3640 0.0086322 2.0166 0.82838 0.81541 0.12825 0.70191 0.0010659 0.090638
2454348 2007/09/04 Tue 678.75 12.095 1270.0 0.95274 1.3605 0.0086042 2.0110 0.82584 0.82422 0.12829 0.69855 0.0010652 0.090673
2454349 2007/09/05 Wed 680.25 12.215 1273.0 0.95166 1.3669 0.0086839 2.0221 0.83165 0.82432 0.12832 0.68986 0.0010659 0.090188
2454350 2007/09/06 Thu 688.15 12.245 1281.0 0.94940 1.3697 0.0086708 2.0240 0.83272 0.82749 0.12842 0.69154 0.0010652 0.090449
